Lugar;Espacialidade;"COD IBGE";"IDHM (2010)"
"São Miguel do Passa Quatro (GO)";Município;522026;0,697
"Soledade de Minas (MG)";Município;316780;0,697
"Tapira (PR)";Município;412690;0,697
"Turvânia (GO)";Município;522150;0,697
"Abelardo Luz (SC)";Município;420010;0,696
"Alto Paraná (PR)";Município;410060;0,696
"Balneário Pinhal (RS)";Município;430163;0,696
"Balsa Nova (PR)";Município;410230;0,696
"Barbosa Ferraz (PR)";Município;410250;0,696
"Bom Jardim da Serra (SC)";Município;420250;0,696
"Brasnorte (MT)";Município;510190;0,696
"Carmo (RJ)";Município;330120;0,696
"Coronel Martins (SC)";Município;420445;0,696
"Cruzeiro da Fortaleza (MG)";Município;312070;0,696
"Espírito Santo do Turvo (SP)";Município;351519;0,696
"Estrela do Sul (MG)";Município;312480;0,696
"Fortuna de Minas (MG)";Município;312640;0,696
"Ipiaçu (MG)";Município;313140;0,696
"Ipiranga de Goiás (GO)";Município;521015;0,696
"Janaúba (MG)";Município;313510;0,696
"Janiópolis (PR)";Município;411220;0,696
"Japira (PR)";Município;411230;0,696
"Marataízes (ES)";Município;320332;0,696
"Marilândia (ES)";Município;320335;0,696
"Moiporá (GO)";Município;521340;0,696
"Morada Nova de Minas (MG)";Município;314350;0,696
"Pedro de Toledo (SP)";Município;353720;0,696
"Pracinha (SP)";Município;354085;0,696
"Santa Izabel do Oeste (PR)";Município;412380;0,696
"Santo Antônio do Caiuá (PR)";Município;412420;0,696
"São Jerônimo (RS)";Município;431840;0,696
"Serra do Salitre (MG)";Município;316680;0,696
"Tocos do Moji (MG)";Município;316905;0,696
"Turvolândia (MG)";Município;316980;0,696
"Vargem Bonita (MG)";Município;317060;0,696
"Alegria (RS)";Município;430045;0,695
"Anahy (PR)";Município;410105;0,695
"Araçaí (MG)";Município;310320;0,695
"Areiópolis (SP)";Município;350360;0,695
"Capim Branco (MG)";Município;311250;0,695
"Carangola (MG)";Município;311330;0,695
"Cristiano Otoni (MG)";Município;312040;0,695
"Cruzília (MG)";Município;312080;0,695
"Elias Fausto (SP)";Município;351490;0,695
"Iraí de Minas (MG)";Município;313160;0,695
"Morro Agudo de Goiás (GO)";Município;521385;0,695
"Ouro Verde (SC)";Município;421185;0,695
"Pinhal de São Bento (PR)";Município;411925;0,695
"Prata (MG)";Município;315280;0,695
"São João do Sul (SC)";Município;421640;0,695
"Sarandi (PR)";Município;412625;0,695
"Tabaporã (MT)";Município;510794;0,695
"Tapes (RS)";Município;432110;0,695
"Tuneiras do Oeste (PR)";Município;412790;0,695
"Abdon Batista (SC)";Município;420005;0,694
"Agudo (RS)";Município;430010;0,694
"Arvorezinha (RS)";Município;430140;0,694
"Astolfo Dutra (MG)";Município;310460;0,694
"Cabrália Paulista (SP)";Município;350830;0,694
"Cajati (SP)";Município;350925;0,694
"Camaçari (BA)";Município;290570;0,694
"Campo Alegre de Goiás (GO)";Município;520480;0,694
"Clevelândia (PR)";Município;410570;0,694
"Coqueiral (MG)";Município;311870;0,694
"Deodápolis (MS)";Município;500345;0,694
"Goianira (GO)";Município;520880;0,694
"Governador Lindenberg (ES)";Município;320225;0,694
"Heitoraí (GO)";Município;520960;0,694
"Itambaracá (PR)";Município;411100;0,694
"José Boiteux (SC)";Município;420915;0,694
"Juazeiro do Norte (CE)";Município;230730;0,694
"Muqui (ES)";Município;320380;0,694
"Nova Alvorada do Sul (MS)";Município;500600;0,694
"Paraopeba (MG)";Município;314740;0,694
"Pequeri (MG)";Município;314950;0,694
"Piên (PR)";Município;411910;0,694
"Santana de Cataguases (MG)";Município;315840;0,694
"São João da Urtiga (RS)";Município;431842;0,694
"São José do Seridó (RN)";Município;241240;0,694
"Tupanci do Sul (RS)";Município;432218;0,694
"Urubici (SC)";Município;421890;0,694
"Aparecida do Rio Doce (GO)";Município;520145;0,693
"Aporé (GO)";Município;520150;0,693
"Araçu (GO)";Município;520160;0,693
"Barra do Bugres (MT)";Município;510170;0,693
"Cafeara (PR)";Município;410340;0,693
"Caiapônia (GO)";Município;520440;0,693
"Canarana (MT)";Município;510270;0,693
"Guairaçá (PR)";Município;410890;0,693
"Guimarânia (MG)";Município;312890;0,693
"Independência (RS)";Município;431040;0,693
"Ipanema (MG)";Município;313120;0,693
"Itaberá (SP)";Município;352170;0,693
"Itaboraí (RJ)";Município;330190;0,693
"Itaguari (GO)";Município;521056;0,693
"Itarumã (GO)";Município;521130;0,693
"Itiquira (MT)";Município;510460;0,693
"Lagoinha (SP)";Município;352630;0,693
"Natércia (MG)";Município;314440;0,693
"Paraty (RJ)";Município;330380;0,693
"Pirenópolis (GO)";Município;521730;0,693
"Ponte Serrada (SC)";Município;421340;0,693
"Porto Lucena (RS)";Município;431500;0,693
"Rianápolis (GO)";Município;521870;0,693
"Rio Pardo (RS)";Município;431570;0,693
"São João do Ivaí (PR)";Município;412500;0,693
"São José da Bela Vista (SP)";Município;354950;0,693
"São Patrício (GO)";Município;522028;0,693
"Senador Salgado Filho (RS)";Município;432032;0,693
"Sulina (PR)";Município;412665;0,693
"Aperibé (RJ)";Município;330015;0,692
"Bandeira do Sul (MG)";Município;310530;0,692
"Bom Sucesso (MG)";Município;310800;0,692
"Bossoroca (RS)";Município;430250;0,692
"Brasópolis (MG)";Município;310890;0,692
"Caarapó (MS)";Município;500240;0,692
"Cafezal do Sul (PR)";Município;410347;0,692
"Camaragibe (PE)";Município;260345;0,692
"Campos Belos (GO)";Município;520490;0,692
"Cerejeiras (RO)";Município;110005;0,692
"Coqueiro Baixo (RS)";Município;430583;0,692
"Córrego Danta (MG)";Município;311980;0,692
"Córrego do Bom Jesus (MG)";Município;311990;0,692
"Cristais (MG)";Município;312020;0,692
"Doresópolis (MG)";Município;312340;0,692
"Feliz Natal (MT)";Município;510370;0,692
"Inaciolândia (GO)";Município;520993;0,692
"Inconfidentes (MG)";Município;313060;0,692
"Machadinho (RS)";Município;431170;0,692
"Ouro Verde (SP)";Município;353480;0,692
"Querência (MT)";Município;510706;0,692
"Recreio (MG)";Município;315410;0,692
"Ribeirãozinho (MT)";Município;510719;0,692
"Romelândia (SC)";Município;421520;0,692
"Santana (AP)";Município;160060;0,692
"São Paulo das Missões (RS)";Município;431930;0,692
"São Sebastião da Bela Vista (MG)";Município;316440;0,692
"Arambaré (RS)";Município;430085;0,691
"Cambuci (RJ)";Município;330090;0,691
"Candeias (BA)";Município;290650;0,691
"Caxambu do Sul (SC)";Município;420410;0,691
"Conceição da Aparecida (MG)";Município;311710;0,691
"Currais Novos (RN)";Município;240310;0,691
"Dom Pedro de Alcântara (RS)";Município;430655;0,691
"Eldorado (SP)";Município;351480;0,691
"Estiva (MG)";Município;312450;0,691
"Iraí (RS)";Município;431050;0,691
"Irecê (BA)";Município;291460;0,691
"Itaguara (MG)";Município;313220;0,691
"Itajá (GO)";Município;521080;0,691
"Mara Rosa (GO)";Município;521280;0,691
"Marilândia do Sul (PR)";Município;411490;0,691
"Nova Monte Verde (MT)";Município;510895;0,691
"Poço Fundo (MG)";Município;315170;0,691
"Santarém (PA)";Município;150680;0,691
"Santo Antônio da Barra (GO)";Município;521971;0,691
"São Fidélis (RJ)";Município;330480;0,691
"Turvelândia (GO)";Município;522155;0,691
"Camacho (MG)";Município;311040;0,690
"Campo Erê (SC)";Município;420350;0,690
"Coronel Macedo (SP)";Município;351260;0,690
"Curvelândia (MT)";Município;510343;0,690
"Dom Aquino (MT)";Município;510360;0,690
"Guarda-Mor (MG)";Município;312860;0,690
"Ilhéus (BA)";Município;291360;0,690
"Itaúba (MT)";Município;510455;0,690
"Lunardelli (PR)";Município;411375;0,690
"Major Vieira (SC)";Município;421030;0,690
"Nazareno (MG)";Município;314450;0,690
"Pilar do Sul (SP)";Município;353790;0,690
"Porto Vera Cruz (RS)";Município;431507;0,690
"Prudente de Morais (MG)";Município;315360;0,690
"Quatis (RJ)";Município;330412;0,690
"Santa Rita de Caldas (MG)";Município;315920;0,690
"São Domingos do Prata (MG)";Município;316100;0,690
"Abadia dos Dourados (MG)";Município;310010;0,689
"Abadiânia (GO)";Município;520010;0,689
"Butiá (RS)";Município;430270;0,689
"Camanducaia (MG)";Município;311050;0,689
"Carmo da Mata (MG)";Município;311400;0,689
"Comodoro (MT)";Município;510330;0,689
"Esperança Nova (PR)";Município;410752;0,689
"Figueirópolis (TO)";Município;170765;0,689
"Jardim Alegre (PR)";Município;411250;0,689
"Jaru (RO)";Município;110011;0,689
"Jaupaci (GO)";Município;521200;0,689
"Jequitibá (MG)";Município;313570;0,689
"Manhuaçu (MG)";Município;313940;0,689
"Muliterno (RS)";Município;431262;0,689
"Nova Hartz (RS)";Município;431306;0,689
"Pompéu (MG)";Município;315200;0,689
"Ponte Alta do Norte (SC)";Município;421335;0,689
"Prados (MG)";Município;315270;0,689
"Quatro Irmãos (RS)";Município;431531;0,689
"Rolador (RS)";Município;431595;0,689
"Santo Afonso (MT)";Município;510726;0,689
"São Gonçalo do Pará (MG)";Município;316180;0,689
"Sertão Santana (RS)";Município;432055;0,689
"Terra de Areia (RS)";Município;432143;0,689
"Tiradentes do Sul (RS)";Município;432147;0,689
"Álvaro de Carvalho (SP)";Município;350140;0,688
"Anita Garibaldi (SC)";Município;420100;0,688
"Aquidauana (MS)";Município;500110;0,688
"Biquinhas (MG)";Município;310700;0,688
"Campinorte (GO)";Município;520470;0,688
"Chapada dos Guimarães (MT)";Município;510300;0,688
"Cristianópolis (GO)";Município;520630;0,688
"Dom Cavati (MG)";Município;312250;0,688
"Italva (RJ)";Município;330205;0,688
"Itamarati de Minas (MG)";Município;313260;0,688
"Jundiaí do Sul (PR)";Município;411290;0,688
"Mangueirinha (PR)";Município;411440;0,688
"Monte Belo (MG)";Município;314300;0,688
"Nova Fátima (PR)";Município;411700;0,688
"Nova Guarita (MT)";Município;510880;0,688
"Novo Cabrais (RS)";Município;431339;0,688
"Porto Barreiro (PR)";Município;412015;0,688
"Querência do Norte (PR)";Município;412100;0,688
"Rolante (RS)";Município;431600;0,688
"Roque Gonzales (RS)";Município;431630;0,688
"Santa Cruz de Goiás (GO)";Município;521920;0,688
"São Francisco de Sales (MG)";Município;316130;0,688
"São José do Calçado (ES)";Município;320480;0,688
"Sarutaiá (SP)";Município;355120;0,688
"Tocantins (MG)";Município;316900;0,688
"Vespasiano (MG)";Município;317120;0,688
"Vila Rica (MT)";Município;510860;0,688
"Abatiá (PR)";Município;410010;0,687
"Aceguá (RS)";Município;430003;0,687
"Altair (SP)";Município;350090;0,687
"Angelina (SC)";Município;420090;0,687
"Antonina (PR)";Município;410120;0,687
"Araguaiana (MT)";Município;510100;0,687
"Arenópolis (GO)";Município;520235;0,687
"Balsas (MA)";Município;210140;0,687
"Buriti de Goiás (GO)";Município;520393;0,687
"Caldas (MG)";Município;311030;0,687
"Dom Viçoso (MG)";Município;312280;0,687
"Faria Lemos (MG)";Município;312530;0,687
"Faxinal (PR)";Município;410760;0,687
"Guaraíta (GO)";Município;520929;0,687
"Guareí (SP)";Município;351850;0,687
"Herval (RS)";Município;430710;0,687
"Jataizinho (PR)";Município;411270;0,687
"Marques de Souza (RS)";Município;431205;0,687
"Parnaíba (PI)";Município;220770;0,687
"Passa Tempo (MG)";Município;314770;0,687
"Planalto (RS)";Município;431470;0,687
"Pontalina (GO)";Município;521770;0,687
"Rio Azul (PR)";Município;412200;0,687
"Salto do Jacuí (RS)";Município;431645;0,687
"Santa Lúcia (PR)";Município;412382;0,687
"Santana do Itararé (PR)";Município;412400;0,687
"São Joaquim (SC)";Município;421650;0,687
"São Lourenço do Sul (RS)";Município;431880;0,687
"Trindade do Sul (RS)";Município;432195;0,687
"Varjão (GO)";Município;522190;0,687
"Wenceslau Braz (PR)";Município;412850;0,687
"Acreúna (GO)";Município;520013;0,686
"Águas Lindas de Goiás (GO)";Município;520025;0,686
"Belo Oriente (MG)";Município;310630;0,686
"Bom Sucesso (PR)";Município;410320;0,686
"Brejinho de Nazaré (TO)";Município;170370;0,686
"Cabo de Santo Agostinho (PE)";Município;260290;0,686
"Campo do Tenente (PR)";Município;410410;0,686
"Córrego do Ouro (GO)";Município;520570;0,686
"Dores de Campos (MG)";Município;312300;0,686
"General Câmara (RS)";Município;430880;0,686
"Guanhães (MG)";Município;312800;0,686
"Ipuiúna (MG)";Município;313150;0,686
"Jóia (RS)";Município;431115;0,686
"Leoberto Leal (SC)";Município;420980;0,686
"Maracanaú (CE)";Município;230765;0,686
"Morretes (PR)";Município;411620;0,686
"Mundo Novo (MS)";Município;500568;0,686
"Nova Canaã do Norte (MT)";Município;510621;0,686
"Panamá (GO)";Município;521600;0,686
"Pimenta (MG)";Município;315050;0,686
"Ponte Branca (MT)";Município;510670;0,686
"Santa Maria da Serra (SP)";Município;354700;0,686
"Santo Antônio das Missões (RS)";Município;431770;0,686
"Serra Azul (SP)";Município;355140;0,686
"Sidrolândia (MS)";Município;500790;0,686
"Vargeão (SC)";Município;421910;0,686
"Viana (ES)";Município;320510;0,686
"Arandu (SP)";Município;350310;0,685
"Caldazinha (GO)";Município;520455;0,685
"Colorado do Oeste (RO)";Município;110006;0,685
"Comendador Levy Gasparian (RJ)";Município;330095;0,685
"Conceição da Barra de Minas (MG)";Município;311520;0,685
"Elói Mendes (MG)";Município;312360;0,685
"Erval Seco (RS)";Município;430730;0,685
"Espírito Santo do Dourado (MG)";Município;312440;0,685
"Fazenda Nova (GO)";Município;520760;0,685
"Gramado dos Loureiros (RS)";Município;430912;0,685
"Ibema (PR)";Município;410975;0,685
"Liberato Salzano (RS)";Município;431160;0,685
"Piranguçu (MG)";Município;315090;0,685
"Porto dos Gaúchos (MT)";Município;510680;0,685
"Porto Vitória (PR)";Município;412030;0,685
"Resende Costa (MG)";Município;315420;0,685
"Rio Piracicaba (MG)";Município;315570;0,685
"Santana do Paraíso (MG)";Município;315895;0,685
"São Francisco de Paula (RS)";Município;431820;0,685
"São João D'Aliança (GO)";Município;522000;0,685
"São Vicente do Sul (RS)";Município;431980;0,685
"Teixeira de Freitas (BA)";Município;293135;0,685
"Terezópolis de Goiás (GO)";Município;522119;0,685
"Aimorés (MG)";Município;310110;0,684
"Antônio Prado de Minas (MG)";Município;310310;0,684
"Aragoiânia (GO)";Município;520180;0,684
"Areal (RJ)";Município;330022;0,684
"Batayporã (MS)";Município;500200;0,684
"Belford Roxo (RJ)";Município;330045;0,684
"Brasilândia do Tocantins (TO)";Município;170360;0,684
"Catas Altas (MG)";Município;311535;0,684
"Cunha (SP)";Município;351360;0,684
"Eldorado (MS)";Município;500375;0,684
"Fronteira (MG)";Município;312700;0,684
"Itarana (ES)";Município;320290;0,684
"Maçambará (RS)";Município;431171;0,684
"Mar de Espanha (MG)";Município;313980;0,684
"Miracema do Tocantins (TO)";Município;171320;0,684
"Novo Gama (GO)";Município;521523;0,684
"Pilar de Goiás (GO)";Município;521690;0,684
"Piraúba (MG)";Município;315130;0,684
"Porteirão (GO)";Município;521805;0,684
"Porto Franco (MA)";Município;210900;0,684
"Professor Jamil (GO)";Município;521839;0,684
"Ribeirão das Neves (MG)";Município;315460;0,684
"Rochedo de Minas (MG)";Município;315620;0,684
